PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
263,155.1,153.71,162.8,119.42,12.11,12.21,0.4,11.97,6.41,18.5,14.2,81.57,6.41
264,147.4,148.46,133.7,115.74,11.83,12.25,0.33,11.97,6.62,25.58,38.1,91.3,6.62
265,164.2,159.2,157.1,113.48,11.82,12.22,0.41,11.97,6.61,23.97,17.2,95.18,6.61
266,158.6,159.01,178.6,112.18,12.08,12.21,,11.98,6.63,24.24,19.1,101.48,6.6
267,148.9,162.34,143.6,111.83,11.88,12.29,,11.97,6.63,23.23,16,91.41,6.61
268,143.4,146.79,151.5,114,12.04,12.17,0.41,11.97,6.41,23.53,17.8,97.16,6.4
269,164.1,151,140.5,114.81,12.09,12.26,0.39,11.97,6.41,26.74,13.2,96.13,6.44
270,195.1,148.98,161.2,110.94,11.8,12.29,,11.98,6.6,25.09,14,92.84,6.61
271,166.7,177.12,191.2,110.75,12.07,12.14,,11.97,6.64,26.12,20,100.76,6.62
272,157.2,159.11,160.5,120.44,11.89,12.33,,11.97,6.61,23.76,13.5,90.71,6.61
273,166.9,167.27,161.3,114.85,12.06,12.35,,11.97,6.62,23.11,32.3,97.96,6.61
274,163.7,151.64,165,112.09,12.12,12.3,0.4,11.97,6.41,18.96,12.9,82.3,6.41
275,171.5,148.67,151.3,115.24,12.05,12.34,0.41,11.97,6.41,21.84,12.8,96.72,6.41
276,142.8,151.99,151,111.76,11.75,12.18,,11.97,6.6,27.42,17.7,106.14,6.61
277,164,174.2,151.7,114.88,12.07,12.31,,11.97,6.6,24.32,21.6,96.82,6.6
278,173.7,150.05,142.4,117.49,12.04,12.25,0.41,11.98,6.41,23.77,21.2,99.24,6.42
279,179.7,164.44,140.2,114.47,11.75,12.34,,11.97,6.6,25.85,18.1,98.56,6.61
280,173,154.79,157.1,117.48,12.09,12.2,0.41,11.97,6.4,23.47,14.8,96.54,6.41
281,160.4,155.32,156.7,109.94,11.89,12.23,,11.97,6.62,23.88,11.6,93.64,6.61
282,197.4,179.2,144.7,115.23,12.06,12.29,,11.97,6.55,24.06,15,101.33,6.63
283,168.2,141,163,112.07,12.1,12.3,0.4,11.97,6.41,18.02,12,85.01,6.42
284,135.8,165.52,181.2,114.13,12.06,12.3,,11.98,6.62,25.42,17.1,93.25,6.61
285,173.6,147.18,156.8,114.57,12.07,12.24,0.41,11.97,6.41,21.06,15.1,94.67,6.42
286,168.4,168.16,131.3,113.7,12.08,12.23,,11.98,6.63,24.3,13.4,106.57,6.61
287,153.2,151.1,146.6,113.12,12.1,12.29,0.38,11.97,6.4,18.44,11.6,87.19,6.42
288,164.4,164.78,169.1,113.06,12.07,12.2,,11.98,6.63,23.18,21.3,98,6.62
289,165.1,154.3,166.6,117.26,11.75,12.33,,11.97,6.61,22.6,20,95.25,6.61
290,127.1,160.23,187.1,115.31,12.08,12.21,,11.97,6.62,22.44,22.5,93.67,6.61
291,183.4,151.25,179.9,111.61,12.03,12.35,0.39,11.97,6.4,22.24,15.3,97.28,6.41
292,185.4,162.66,172,114.83,11.83,12.33,,11.97,6.61,27.53,14.2,108.3,6.61
293,139.6,153.59,147.9,114.74,12.08,12.22,,11.98,6.63,25.02,12.3,93.37,6.62
294,161.4,165.21,161.4,113.53,12.06,12.19,,11.98,6.62,24.25,18,98.82,6.6
295,171.5,156.63,162.1,110.59,12.08,12.27,,11.97,6.61,22.54,22.8,99.65,6.62
296,176.5,166.18,169.7,113.78,12.04,12.2,,11.97,6.6,22.88,21.1,100.91,6.63
297,148.6,160.44,154.5,118.13,12.08,12.17,,11.97,6.63,21.57,22.5,94.98,6.62
298,169.7,165.77,137,115.47,11.82,12.37,0.36,11.97,6.62,27.12,20.8,103.97,6.61
299,183.9,162.47,197.4,112.34,11.84,12.2,,11.97,6.6,24.44,17.3,102.71,6.58
300,164.3,149.79,175,113.53,11.79,12.2,,11.97,6.61,23.49,17.6,89.82,6.61
301,142.8,151.63,146.7,113.46,11.91,12.38,,11.97,6.62,22.87,15.1,93.53,6.6
302,157.7,157.94,147.6,110.79,12.09,12.18,,11.97,6.61,22.98,16.6,100.16,6.63
303,160.2,138.75,152.6,116,12.13,12.12,0.39,11.97,6.41,16.08,22.6,79.43,6.4
304,153.5,136.56,142.6,119.21,12.14,12.26,0.37,11.97,6.42,20,10.5,92.39,6.41
305,179.2,145.22,144.5,111.53,11.84,12.24,,11.97,6.61,25.18,23.8,104.67,6.62
306,163.1,151.01,137.2,113.42,12.12,12.2,0.36,11.97,6.41,17.4,23.6,79.22,6.41
307,142.9,159.11,144,112.52,11.82,12.2,0.39,11.97,6.61,27.29,22.3,105.92,6.6
308,184.8,168.93,166.2,116.88,12.09,12.18,,11.97,6.62,22.09,24.4,100.89,6.61
309,172.4,146.43,159.7,122.07,11.86,12.36,,11.97,6.61,25.56,12,99.85,6.61
310,153,151.54,167.4,110.7,12.1,12.16,0.38,11.97,6.41,18.08,22.1,90.74,6.41
311,139.5,164.25,166.3,110.27,11.89,12.28,,11.97,6.6,24.07,14.6,89.34,6.6
312,151.7,166.46,150.5,111.44,11.71,12.33,,11.97,6.61,26.45,13,104.48,6.62
313,156.1,166.35,155.9,119.18,11.84,12.33,,11.97,6.62,24.84,18.1,96.73,6.61
314,172.1,162.16,158,110.44,11.8,12.29,0.38,11.97,6.61,24.92,16.8,98.78,6.61
315,164.5,173.74,197.6,115.11,12.06,12.25,,11.97,6.62,26.35,19.6,95.23,6.44
316,147.9,152.2,151.6,110.7,12.13,12.23,0.4,11.97,6.4,18.41,14,80.85,6.42
317,153.8,152.3,148,113.94,12.12,12.33,0.38,11.97,6.42,18.46,11,81.84,6.41
318,130.5,171.61,159.9,112.75,11.91,12.38,,11.98,6.62,26.58,11.4,96.34,6.62
319,163.4,150.03,140.4,115.94,12.12,12.24,0.39,11.97,6.41,17.45,22,90.04,6.41
320,166.2,174.61,186.6,117.78,12.08,12.18,,11.97,6.62,22.04,16.9,105.36,6.61
321,172.6,153.11,179.9,113.45,12.13,12.2,0.4,11.97,6.41,21.81,18.7,96.37,6.44
322,157.3,163.57,197.4,116.35,12.06,12.14,,11.97,6.62,23.88,22.7,99.79,6.35
323,162.1,155.05,161.2,109,11.9,12.26,,11.97,6.62,24.64,17.2,90.67,6.62
324,144.2,163.66,142.1,107.8,11.89,12.35,,11.97,6.6,25.51,13.4,91.97,6.61
325,167,152.16,155.1,106.59,11.75,12.4,,11.98,6.64,27.76,10.3,107.2,6.6
326,137.1,153.99,158.6,109.94,12.12,12.2,0.4,11.97,6.42,25.5,25.6,103.03,6.44
327,157.2,174,197.5,117.87,12.05,12.23,,11.97,6.61,24.93,18.1,101.06,6.44
328,138.8,176.03,177,111.37,11.92,12.42,,11.97,6.62,26.82,11.1,104.28,6.61
329,137.7,151.36,159.1,111.54,11.9,12.19,,11.97,6.62,23.22,18.1,94.54,6.61
330,170.8,168.99,173.5,108.89,11.88,12.16,,11.98,6.62,24.49,16,90.23,6.61
331,173.3,180.98,148.4,119.38,12.06,12.25,,11.97,6.62,26.14,18,104.26,6.61
332,163.9,158.39,151.7,117.67,11.86,12.31,,11.97,6.61,24.36,26.1,93.04,6.61
333,140.9,150.76,154.2,112.52,11.9,12.3,,11.97,6.62,21.62,14.1,88.8,6.6
334,178.7,147.7,162.1,117.91,12.11,12.27,0.39,11.97,6.41,17.18,20.4,80.99,6.4
335,182.4,152.33,166.5,114.47,12.08,12.22,,11.97,6.6,23.1,9.5,104.23,6.6
336,197.5,166.1,161.1,111.47,11.81,12.13,0.38,11.98,6.6,25.88,25.7,101.2,6.63
337,163.5,145.18,147.8,114.97,11.84,12.27,,11.97,6.6,26.5,11.8,106.4,6.6
338,152.4,154.46,129.2,115.93,12.04,12.33,0.41,11.97,6.41,26.09,16.5,104.06,6.4
339,140.2,145.3,151.6,113.81,12.11,12.26,0.4,11.97,6.42,18.42,14.9,83.55,6.42
340,157,144.7,192.5,114.69,11.84,12.26,0.39,11.97,6.61,26.17,19.2,103.37,6.6
341,162.8,149.58,176.1,114.46,12.04,12.42,0.41,11.97,6.41,22.93,16.6,100.72,6.41
342,164.5,155.56,159.5,108.05,11.75,12.29,,11.98,6.61,28.07,29.5,103.13,6.61
343,156,160.21,157.8,114.86,12.03,12.31,0.41,11.97,6.43,21.62,21.6,96.87,6.4
344,161.8,155.59,151.9,111.18,11.75,12.34,,11.97,6.61,26.89,11.1,104.99,6.63
345,157,156.27,169,111.69,11.9,12.34,,11.97,6.63,24.58,15,98.18,6.62
346,180.6,148.35,128.3,110.08,11.83,12.24,0.37,11.97,6.61,25.14,28.1,94.88,6.62
347,167,156.15,140.3,120.87,12.08,12.19,,11.97,6.62,25.91,13.2,102.02,6.61
348,141.4,158.31,137.2,113.51,12.08,12.19,,11.98,6.62,21.29,25.6,100.55,6.6
349,139.8,178.29,169.1,114.07,12.06,12.33,,11.98,6.62,24.7,10,111.87,6.6
350,126.7,158.44,148.8,110.91,11.82,12.29,0.37,11.97,6.61,23.8,17.5,118.16,6.61
351,147.5,164.35,166.1,113.98,11.92,12.26,,11.97,6.62,26.03,11.3,107.85,6.61
352,151.2,168.31,150.9,111.34,11.91,12.3,,11.97,6.62,23.68,13.6,106.9,6.61
353,149,145.24,168.2,107.49,12.05,12.24,0.41,11.97,6.42,24.27,19,104.83,6.41
354,162.1,166.74,149.9,112.8,11.88,12.26,,11.97,6.6,24.8,27.7,97.44,6.61
355,155.7,151.93,165.6,110.87,11.82,12.16,0.39,11.97,6.6,25.14,23.7,98.62,6.6
356,142.8,152.77,150.7,116.21,12.13,12.25,0.39,11.97,6.41,20.39,13.1,92.92,6.41
357,145.8,153.19,166.2,113.35,11.8,12.41,0.4,11.97,6.61,23.9,12.6,92.6,6.61
358,156.3,145.36,166.5,110.55,12.11,12.26,0.41,11.97,6.4,21.36,18,98.03,6.41
359,183,142.54,197.9,108.83,11.8,12.22,,11.97,6.61,21.59,16.8,94.5,6.21
360,171.1,176.83,154.3,116.26,12.07,12.23,,11.97,6.61,24.75,18.6,105.09,6.61
361,164.9,166.15,161.6,112.02,12.08,12.26,,11.97,6.62,23.02,11.9,103.06,6.6
362,128.9,157.97,158.5,117.45,11.81,12.17,0.37,11.97,6.61,25.75,16.4,94.58,6.6
363,166.9,181.88,147.4,117.14,12.07,12.21,,11.98,6.6,24.75,25.5,100.96,6.6
364,150.1,131.34,163.6,112.49,12.05,12.24,0.41,11.97,6.4,22.83,16.3,102.55,6.44
365,180.5,146.03,167,115.72,12.11,12.25,0.37,11.97,6.41,19.16,17.9,83.55,6.42
366,156,147.84,151.8,114.19,12.1,12.3,0.39,11.97,6.42,21.12,12.7,85.61,6.42
367,163.5,175.85,191.9,111.36,12.06,12.19,,11.97,6.64,26.53,16.6,106.63,6.61
368,190.2,165.65,168.6,115.17,11.75,12.28,,11.97,6.61,26.18,16.9,100.54,6.63
369,139.7,148.28,157.5,112.12,12.09,12.21,0.29,11.98,6.41,21.56,15.1,96.1,6.42
370,197.9,161.21,158.5,116.3,11.82,12.29,,11.97,6.36,27,12.1,102.57,6.61
371,197.3,174.7,175.2,113.46,12.07,12.33,,11.97,6.6,22.4,12.4,101.73,6.62
372,132.2,175.12,175.3,111.66,12.05,12.28,,11.97,6.6,23.47,10.2,102.72,6.6
373,179.8,132.08,143.8,116.6,11.71,12.19,,11.97,6.61,23.01,18.1,95.92,6.6
374,165,156.41,135.2,113.7,11.81,12.21,0.39,11.97,6.61,26.09,19.9,96.76,6.63
375,154.1,161.46,167.8,112.59,11.84,12.29,0.38,11.97,6.6,24.6,12.5,95.51,6.63
376,138.1,144.91,159.5,109.62,12.12,12.23,0.4,11.97,6.41,16,13.2,85.03,6.41
377,153,132.28,174.1,113.8,12.13,12.28,0.4,11.97,6.41,21.33,14.7,86.64,6.41
378,153.8,150.73,133.1,114.98,12.04,12.24,0.41,11.97,6.41,25.92,13.2,97.66,6.41
379,164,161.09,161.5,109.09,11.83,12.34,,11.97,6.61,27.33,24.8,104.19,6.6
380,158,157.85,176.4,115.89,11.91,12.25,,11.97,6.61,24.88,23.1,103.78,6.61
381,140.7,141.53,143.9,116.44,11.85,12.24,0.41,11.97,6.62,23.92,14.2,99.06,6.64
382,174.8,147.14,185.7,115.55,12.07,12.18,0.41,11.97,6.4,25.19,16,103.44,6.41
383,148,159.28,173.2,112.61,12.09,12.11,,11.97,6.6,23.42,29.1,100.51,6.62
384,197.8,169.19,152.1,114.29,11.75,12.27,,11.97,6.53,26.91,16.7,100.43,6.62
385,137.3,180.07,157.2,111.92,12.08,12.25,,11.97,6.6,23.76,19.6,100.72,6.6
386,147.6,144.59,154.1,111.94,12.12,12.26,0.4,11.97,6.4,17.37,18.5,76.73,6.41
387,158.5,166.25,138.1,118.74,11.82,12.24,0.4,11.97,6.61,25.21,16.7,105.01,6.63
388,162.9,157.18,144.6,108.74,11.95,12.24,,11.97,6.6,26.56,17.9,101.95,6.61
389,152.4,158.36,142.3,111.59,12.04,12.24,0.41,11.97,6.41,24.35,20.9,101.5,6.4
390,140.1,164.47,153.3,113.86,12.09,12.1,,11.97,6.62,24.47,48.6,103.29,6.61
391,136.2,153.23,148.5,120.33,12.11,12.24,0.38,11.97,6.41,20.76,17.9,82.43,6.41
392,146.2,164.86,150.2,109,11.88,12.35,,11.97,6.62,27.67,12.1,91.23,6.61
393,156.5,165.04,186.9,113.25,11.89,12.19,,11.97,6.62,26,14.3,97.04,6.61
394,174.8,168,172.8,114.72,11.74,12.32,,11.97,6.6,25.16,11.6,101.19,6.6
395,179.1,165.77,156.7,112.69,11.74,12.3,,11.97,6.61,25.2,11.7,104.26,6.61
396,148.9,160.03,143.6,117.43,11.86,12.36,0.31,11.97,6.62,25.38,14.9,96.43,6.63
397,167.2,144.07,194.4,111.45,12.11,12.36,0.38,11.97,6.42,18.25,16.1,83.42,6.43
398,166.6,157.55,150.1,115.75,11.9,12.18,,11.97,6.61,26.93,18.1,94.83,6.6
399,187.4,149.24,187.6,115.75,11.86,12.27,,11.98,6.61,27,10.2,101.98,6.63
400,148.6,155.39,144.5,116.59,11.9,12.32,,11.97,6.62,22.15,12,89.43,6.62
401,162.8,149.24,179.6,117.36,12.12,12.25,0.41,11.97,6.4,23.29,13.6,93.98,6.4
402,156.3,145.25,160.1,114.16,11.85,12.2,0.36,11.98,6.6,25.17,15.6,96.59,6.61
403,136.3,168,158,106.24,11.89,12.18,,11.98,6.62,24.32,21.4,99.59,6.61
404,165.4,173.2,151.9,112.45,12.08,12.18,,11.98,6.61,22.5,19.4,105.46,6.61
405,164.2,152.29,173,113.89,12.03,12.27,0.41,11.97,6.41,21.75,12.3,98.65,6.41
406,197.8,162.13,167.4,117.61,11.77,12.16,,11.97,6.36,24.05,19.8,96.49,6.6
407,188.9,170.88,142.3,115.34,12.06,12.23,,11.98,6.6,23.76,14.5,101.41,6.63
408,148.7,161.96,192.5,108.74,11.8,12.26,0.31,11.97,6.61,26.43,16.8,99.28,6.61
409,165.4,164.71,165.1,111.31,11.83,12.23,,11.97,6.61,26.97,25.2,101.29,6.61
410,150,151.33,153.5,110.51,12.12,12.29,0.4,11.97,6.41,20.06,12.5,84.89,6.43
411,174.3,164.22,148.5,113.47,11.91,12.25,,11.97,6.64,27.45,19.1,111.4,6.64
412,139.8,154.84,129.9,112.45,12.09,12.26,,11.97,6.62,24.57,12.3,98.18,6.61
413,154,159.7,175.5,106.18,12.07,12.3,,11.98,6.61,21.38,10.2,96.11,6.63
414,163.1,148.84,197.9,118.88,11.8,12.24,,11.97,6.61,23.78,31.5,94.85,6.33
415,128.4,153.64,163.9,113.06,12.09,12.28,0.41,11.97,6.42,22.84,13.3,101.72,6.41
416,165.1,153.16,149.2,113.48,12.12,12.19,0.38,11.97,6.41,21.08,25,85.33,6.42
417,190.2,178.52,165.9,116.04,12.09,12.2,,11.97,6.61,24.32,12.2,101.05,6.61
418,149.3,152.07,141.4,110.41,12.04,12.23,0.41,11.97,6.4,23.03,15.9,106.45,6.42
419,140.1,165.6,143.7,109.04,11.89,12.23,,11.97,6.62,24.39,19.8,96.2,6.61
420,165.8,165.08,157,115.69,11.81,12.26,0.36,11.97,6.62,24.86,23.1,100.43,6.61
421,189.4,139.89,152.6,113.1,12.11,12.36,0.41,11.97,6.41,24.33,14.1,103.79,6.42
422,173.4,157.2,161,114.07,11.83,12.25,0.39,11.97,6.6,26.58,15.3,96.92,6.61
423,171.7,156.99,151.3,119.85,11.9,12.39,,11.97,6.62,23.02,7.6,90.15,6.62
424,167.6,162.99,171.3,109.94,11.73,12.33,,11.97,6.6,26.91,19.2,101.83,6.61
425,165.6,138.48,150.4,109.94,11.72,12.24,,11.97,6.61,24.78,21.4,100.68,6.61
426,148.7,171.63,148,117.26,12.07,12.1,,11.97,6.62,23.44,14,104.41,6.61
427,148.6,166.76,148.3,109.63,11.88,12.34,,11.98,6.63,24.75,25.6,101.16,6.6
428,173,140.96,163.2,112.55,11.85,12.23,0.39,11.97,6.61,22.14,30.7,93.41,6.61
429,150.2,150.74,161.1,107.04,11.9,12.29,,11.98,6.62,25.28,16.8,105.07,6.61
430,170.9,159.16,159,112.62,12.12,12.2,0.4,11.97,6.41,21.77,25.5,107.32,6.43
431,142.3,154.45,180.9,110.26,11.77,12.26,,11.97,6.61,25.66,14.7,96.49,6.62
432,165.8,157.69,157,112.62,12.09,12.28,,11.97,6.6,24.56,12.4,98.61,6.61
433,195.8,157.08,195.1,111.53,11.81,12.33,0.37,11.97,6.61,23.88,12.6,96.76,6.6
434,169.6,171.61,181.5,116.36,12.09,12.18,,11.97,6.6,20.13,30.1,96.19,6.6
435,145.4,154.42,154.5,115.3,11.88,12.22,,11.97,6.62,23.27,13.6,96.84,6.61
436,167.2,155.73,159.9,112.8,12.09,12.25,,11.97,6.63,24.16,18.6,102.44,6.63
437,148.8,137.73,162,108.71,11.83,12.32,0.37,11.97,6.61,25.91,13.1,96.59,6.6
438,165.1,147.22,186.6,110.84,11.87,12.25,0.38,11.97,6.61,24.98,14.5,100.37,6.61
439,158.2,139.42,163.6,115.95,12.05,12.2,0.41,11.97,6.41,27.93,14.6,99.95,6.41
440,149.1,152.36,165.3,112.93,11.9,12.33,,11.97,6.6,23.44,12.5,86.99,6.63
441,137.7,147.29,154.1,112.42,12.09,12.21,,11.97,6.62,19.26,11.3,95.49,6.61
442,146.5,174.19,161.8,110.91,12.06,12.25,,11.98,6.62,24.71,14.8,100.52,6.6
443,191.2,155.18,197.5,118.34,11.75,12.23,,11.98,6.61,23.65,21.6,93.25,6.59
444,139.8,150.77,142.9,113.44,11.77,12.37,,11.97,6.61,25.87,14.5,98.65,6.6
445,154.9,143.24,193.8,107.36,12.03,12.3,0.41,11.97,6.41,20.51,14,99.97,6.4
446,166.6,157.7,169.6,111.13,11.82,12.26,0.41,11.97,6.61,24.41,15.8,100.19,6.64
447,149.6,176.76,178.3,117.51,12.06,12.21,,11.98,6.62,24.79,33.7,107.63,6.64
448,137,152.59,163.9,119.47,11.79,12.29,,11.98,6.61,26.15,14.2,100.77,6.61
449,150.4,174.03,157.3,121.33,12.06,12.27,,11.97,6.62,22.94,13.7,104.52,6.62
450,147.3,162.92,142.2,112.03,12.11,12.28,0.38,11.97,6.41,18.34,13.5,81.95,6.41
451,179.7,155.83,159,114.91,12.08,12.35,,11.98,6.62,23.39,16.9,104.47,6.61
452,151.4,153.52,166.2,113.42,12.1,12.28,0.39,11.97,6.41,18.24,13.1,82.17,6.41
453,147.9,159.95,168.8,110.82,12.1,12.37,0.39,11.97,6.42,19.07,16.1,85.38,6.43
454,155.7,157.07,163.7,111.37,12.08,12.18,,11.98,6.6,23.47,20.1,102.06,6.63
455,174.5,158.75,176.3,116.4,12.06,12.22,,11.97,6.61,21.12,17.6,101.53,6.61
456,156.5,176.71,152.4,113.26,11.89,12.35,,11.97,6.62,24.81,10.3,107.74,6.6
457,173,136.91,149,113.18,12.11,12.27,0.41,11.97,6.42,23.45,13.4,101.54,6.4
458,148.1,153.28,145.6,119.26,12.09,12.24,,11.97,6.62,21.56,26.3,98.37,6.61
459,162.7,164.18,141.4,108.13,12.08,12.23,,11.98,6.61,25.41,16.1,104.02,6.62
460,175.7,156.74,163.5,110.79,11.91,12.33,,11.98,6.61,24.25,12.4,108.88,6.6
461,178.5,139.38,169.3,114.54,12.13,12.26,0.39,11.97,6.41,16.23,16.8,79.01,6.4
462,138.7,155.48,170.6,110.02,12.12,12.19,0.39,11.97,6.41,19.23,20.2,84.85,6.43
463,140,158.02,177.8,109.9,11.81,12.34,0.38,11.97,6.61,22.84,14.5,96.76,6.6
464,176.8,162.46,170.7,113.94,11.74,12.34,,11.97,6.61,27.14,14.2,103.17,6.6
465,159,151.67,135.1,111.62,12.11,12.25,0.39,11.97,6.41,18.32,23.7,83.78,6.4
466,157,171.58,169.5,113.39,12.06,12.15,,11.97,6.62,22.53,18.4,98.36,6.6
467,118.6,154.88,144,109.01,12.12,12.24,0.4,11.97,6.42,18.71,22.6,80.29,6.4
468,158.4,174.95,157.2,106.23,11.87,12.31,,11.98,6.6,23.96,13.4,97.01,6.62
469,157.8,172.96,163.9,138.27,12.07,12.19,,11.97,6.62,23.16,17.4,105.49,6.61
470,135.1,150.53,149.7,114.63,12.09,12.14,,11.98,6.6,24.11,18.5,97.85,6.61
471,178.3,164.08,168,108.8,11.74,12.38,,11.97,6.61,26.86,11.9,99.37,6.61
472,149.5,160.57,165,111.68,12.09,12.18,,11.98,6.6,24.33,18.5,108.98,6.61
473,155.4,146.89,151.6,117.13,11.9,12.17,,11.97,6.62,24.13,16.3,90.28,6.61
474,142.4,150.44,160.7,111.88,11.9,12.25,,11.97,6.62,22.5,17.2,89.1,6.61
475,146.6,141.3,139.4,110.12,12.11,12.35,0.36,11.97,6.4,21.23,15.8,93.41,6.42
476,159.1,137.59,139.4,114.51,12.14,12.36,0.41,11.97,6.42,22.23,10.2,103.6,6.42
477,146.6,140.15,166.2,110.66,12.03,12.4,0.41,11.97,6.41,23.27,12.3,97.08,6.4
478,162.4,151.98,131.2,114.43,12.11,12.28,0.41,11.97,6.41,20.26,15.1,98.91,6.41
479,150.5,148.05,179,116.67,11.69,12.35,,11.97,6.62,23.16,12,90.63,6.6
480,155.2,158.91,154.5,115.79,11.83,12.38,0.38,11.97,6.6,25.36,8.8,94.62,6.6
481,155.1,134.64,147.9,115.14,11.83,12.29,0.39,11.97,6.61,22.98,28.1,91.88,6.62
482,166.9,144.76,138,110.95,12.04,12.3,0.41,11.97,6.4,25.76,18.4,103,6.4
483,171.6,180.3,158.7,117.38,12.05,12.27,,11.97,6.62,22.34,20.8,104.65,6.6
484,155.7,151.02,166,112.66,11.88,12.45,,11.97,6.61,25.11,6.3,98.16,6.61
485,165.2,153.62,189.8,112.48,12.1,12.24,0.4,11.97,6.4,19.99,18.2,88.17,6.41
486,194.4,162.57,132.7,105.3,11.8,12.29,0.36,11.97,6.61,25.73,38.2,103.25,6.6
487,163.1,149.82,155.2,117.1,12.13,12.2,0.41,11.97,6.42,18.7,16.9,83.86,6.4
488,162,157.96,170.7,114.48,11.75,12.34,,11.97,6.61,24.49,11.6,91.58,6.61
489,144.8,151.06,142.7,113.76,12.09,12.27,0.41,11.98,6.41,21.36,16.4,94.09,6.41
490,148.1,154,150.2,106.95,12.11,12.26,0.4,11.97,6.42,18.24,16.5,83.18,6.41
491,147.2,165.75,160.4,115.61,11.87,12.27,,11.97,6.62,25.3,15.9,92.98,6.61
492,146.7,169.71,170.8,109.86,11.87,12.38,,11.97,6.62,26.26,16,97.27,6.62
493,160.1,156.3,171,110.54,11.82,12.34,0.4,11.97,6.61,24.96,12.6,100.19,6.61
494,147.4,156.64,151.5,111.9,11.9,12.31,,11.97,6.62,24.16,12.7,88.09,6.6
495,173.6,150.03,170.5,117.56,12.09,12.2,,11.97,6.62,23.05,22.6,99.23,6.63
496,149.1,149.5,165,110.76,12.08,12.28,0.41,11.97,6.43,23.02,12.5,96.28,6.42
497,143.1,144.41,157.2,109.85,12.04,12.23,0.41,11.97,6.4,26.27,14.4,101.7,6.41
498,157.1,143.76,168.3,115.07,11.87,12.28,0.38,11.97,6.61,23.36,13.3,91.39,6.63
499,154.6,147.51,149.7,109.55,12.1,12.27,0.41,11.97,6.4,20.02,16.3,99.1,6.42
500,156.4,162.11,145,114.43,12.06,12.25,,11.98,6.61,25.91,23.9,103.37,6.61
501,140.4,156.09,149.3,107.73,11.89,12.34,,11.97,6.61,23.6,17.1,91.89,6.61
502,156.3,186.34,195.4,110.69,12.05,12.29,,11.97,6.62,22.68,33.7,103.9,6.64
503,163.2,165.05,178.5,118.41,12.07,12.3,,11.97,6.6,23.45,13.7,105.67,6.6
504,148.4,142.94,161.7,112.4,12.03,12.34,0.41,11.97,6.41,24.26,14,97.44,6.42
505,191.2,152.97,153.3,114.66,12.04,12.3,0.41,11.97,6.42,23.23,15.1,100.4,6.41
506,159.2,154.11,178.6,111.92,12.05,12.25,0.41,11.98,6.41,22.29,14.4,94.89,6.4
507,145.5,161.06,163.5,112.87,11.9,12.24,,11.97,6.63,22.62,12.4,98.5,6.63
508,165.5,155.2,159.9,113.61,12.11,12.27,,11.97,6.62,22.52,18.6,100.35,6.62
509,161.2,159.54,142.3,116.27,12.09,12.27,,11.97,6.62,23.36,16.4,100.63,6.61
510,151.5,177.71,162.3,112.22,11.96,12.23,,11.97,6.62,27.64,12.1,101.52,6.63
511,166.1,157.68,143.7,111.65,11.82,12.21,0.38,11.97,6.6,26.95,13.9,109.83,6.61
512,181.6,140.22,180,117.23,11.84,12.31,,11.97,6.61,25.53,15.1,101.74,6.61
513,173.6,150.5,139.6,110.48,12.09,12.17,,11.97,6.61,28.36,19.2,91.81,6.61
514,145.8,149.99,165.3,111.57,11.89,12.38,,11.97,6.61,23.72,9.9,99.65,6.61
515,156.3,156.72,160.4,112.45,12.12,12.26,0.37,11.97,6.4,19.45,11,82.03,6.41
516,143.7,148.83,151.6,110.32,11.9,12.26,,11.97,6.63,22.74,12.2,90.72,6.61
517,150.2,174.36,170.2,109.24,12.06,12.37,,11.97,6.62,25.34,13.2,97.73,6.63
518,148.3,153.14,159.9,115.47,12.03,12.25,0.41,11.97,6.41,22.57,18.1,101.38,6.4
519,152.9,152.98,175.9,112.01,12.09,12.17,,11.97,6.62,21.1,21.5,96,6.6
520,170.6,159.31,134.9,119.19,12.07,12.28,,11.98,6.61,25.14,18.6,98.32,6.63
521,163.6,156.22,152.9,109,12.09,12.28,,11.98,6.62,19.33,14.2,97.82,6.61
522,183.4,152.74,197.5,113.42,11.84,12.3,0.38,11.97,6.61,25.86,15.1,93.24,6.49
523,169.6,158.79,169.2,111.43,11.85,12.23,0.39,11.97,6.61,25.6,37.6,102.31,6.61
524,165.2,173.74,162.4,118.65,12.09,12.17,,11.97,6.6,21.32,23.9,103.4,6.61
525,164.9,151.27,171.3,120.32,12.13,12.45,0.4,11.97,6.41,21.9,7.3,104.54,6.4
526,155.6,147.64,133,109.31,12.12,12.23,0.4,11.97,6.4,21.67,12.6,86.57,6.4
527,147.2,172.57,186.6,114.12,12.06,12.23,,11.97,6.61,27.63,15.2,100.39,6.63
528,191.3,172.22,197.5,118.52,12.07,12.21,,11.98,6.62,23.68,18,103.73,6.47
529,164.2,146.66,141,108.53,11.9,12.35,,11.98,6.62,21.6,11.6,89.2,6.6
